locator_domain,page_url,location_name,street_address,city,state,zip,store_number,phone,latitude,longitude,country_code,location_type,hours_of_operation
novanthealth.org,https://www.novanthealth.org/home/services/rehabilitation.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-332,Novant Health Rehabilitation Center - Huntersville,"13245 Reese Blvd. West,Suite 100",Huntersville,NC,28078,MG332,704-316-5096,35.403385,-80.861812,US,clinic and outpatient center,"Fri 6:30 AM - 2 PM, Mon 6:30 AM - 6:30 PM, Thu 7:15 AM - 6:30 PM, Tue 7:15 AM - 6:30 PM, Wed 6:30 AM - 6:30 PM"
novanthealth.org,https://www.novanthealth.org/home/services/rehabilitation.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-007,Novant Health Rehabilitation Center - Kernersville,"1730 Kernersville Medical Parkway,Suite 201",Kernersville,NC,27284,OP007,336-996-7001,36.091276,-80.044945,US,clinic and outpatient center,<MISSING>
novanthealth.org,https://www.novanthealth.org/home/services/rehabilitation.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-049,Novant Health Rehabilitation Center - King,"167 Moore Road,Suite 203",King,NC,27021,OP049,336-673-6490,36.274518,-80.339849,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/home/services/rehabilitation.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-333,Novant Health Rehabilitation Center - Kings Drive,445 S. Kings Drive,Charlotte,NC,28204,MG333,704-384-1737,35.210944,-80.835378,US,clinic and outpatient center,"Fri 7:15 AM - 2 PM, Mon 7:15 AM - 5 PM, Tue 7:15 AM - 4:15 PM, Wed-Thu 7:15 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/home/services/rehabilitation.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-050,Novant Health Rehabilitation Center - Lexington,"144 Forest Hill Road,Suites 144 & 146",Lexington,NC,27295,OP050,336-481-1770,35.83513,-80.278937,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/home/services/rehabilitation.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-008,Novant Health Rehabilitation Center - Matthews,"1450 Matthews Township Parkway, Suite 150",Matthews,NC,28105,OP008,704-384-6638,35.119634,-80.714252,US,clinic and outpatient center,"Fri 8 AM - 5 PM, Mon 7:15 AM - 7:15 PM, Thu 7:15 AM - 5 PM, Tue 7:15 AM - 5 PM, Wed 7:15 AM - 7:15 PM"
novanthealth.org,https://www.novanthealth.org/home/services/rehabilitation.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-002,Novant Health Rehabilitation Center - Midtown,"125 Baldwin Ave.,Suite 100",Charlotte,NC,28204,OP002,704-316-1900,35.21199,-80.828162,US,clinic and outpatient center,"Fri 7:15 AM - 2 PM, Mon 7:15 AM - 6:30 PM, Tue-Thu 7:15 AM - 5:45 PM"
novanthealth.org,https://www.novanthealth.org/home/services/rehabilitation.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-009,Novant Health Rehabilitation Center - Mocksville,215 Cemetery Street,Mocksville,NC,27028,OP009,336-893-2550,35.90576,-80.555381,US,clinic and outpatient center,<MISSING>
novanthealth.org,https://www.novanthealth.org/home/services/rehabilitation.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-010,Novant Health Rehabilitation Center - Mount Airy,865 West Lake Drive,Mount Airy,NC,27030,OP010,336-719-6165,36.52632,-80.630871,US,clinic and outpatient center,<MISSING>
novanthealth.org,https://www.novanthealth.org/home/services/rehabilitation.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-016,Novant Health Rehabilitation Center - Robinhood,"200 Robinhood Medical Plaza,Suite 2",Winston Salem,NC,27106,OP016,336-718-7980,36.11904,-80.319438,US,clinic and outpatient center,<MISSING>
novanthealth.org,https://www.novanthealth.org/home/services/rehabilitation.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-021,Novant Health Rehabilitation Center - Robinhood YMCA,3474 Robinhood Road,Winston-Salem,NC,27106,OP021,336-774-9977,36.116999,-80.317328,US,clinic and outpatient center,<MISSING>
novanthealth.org,https://www.novanthealth.org/home/services/rehabilitation.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-011,Novant Health Rehabilitation Center - Rowan,1910 Jake Alexander Blvd West,Salisbury,NC,28147,OP011,704-638-8634,35.690882,-80.510637,US,clinic and outpatient center,Mon-Thu 7:30 AM - 6 PM
novanthealth.org,https://www.novanthealth.org/home/services/rehabilitation.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-012,Novant Health Rehabilitation Center - Salisbury,"1035 Lincolnton Road,Suite A",Salisbury,NC,28144,OP012,704-603-1352,35.664468,-80.496389,US,clinic and outpatient center,<MISSING>
novanthealth.org,https://www.novanthealth.org/home/services/rehabilitation.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-013,Novant Health Rehabilitation Center - Shallotte,4503 Main Street,Shallotte,NC,28470,OP013,910-721-3157,33.98274,-78.370579,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/home/services/rehabilitation.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-336,Novant Health Rehabilitation Center - SouthPark,"6324 Fairview Road,Suite 202",Charlotte,NC,28210,MG336,980-302-9740,35.148824,-80.83527,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/home/services/rehabilitation.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-003,Novant Health Rehabilitation Center - Steele Creek,"13557 Steelecroft Parkway,Suite 1400",Charlotte,NC,28278,OP003,704-316-1850,35.101332,-80.992546,US,clinic and outpatient center,"Fri 7:45 AM - 11:30 AM, Mon-Tue 7:45 AM - 5:30 PM, Thu 7:45 AM - 5:30 PM, Wed 7:45 AM - 2:30 PM"
novanthealth.org,https://www.novanthealth.org/home/services/rehabilitation.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-014,Novant Health Rehabilitation Center - Thomasville,211 Old Lexington Road,Thomasville,NC,27360,OP014,336-476-2520,35.881502,-80.112106,US,clinic and outpatient center,<MISSING>
novanthealth.org,https://www.novanthealth.org/home/services/rehabilitation.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-509,Novant Health Rehabilitation Center - University City,"8420 University Executive Park Drive,Suite 850",Charlotte,NC,28262,MG509,704-316-3850,35.30393,-80.753053,US,clinic and outpatient center,"Fri 7:15 AM - 11:45 AM, Mon 7:15 AM - 5:45 PM, Thu 7:15 AM - 5 PM, Tue 7:15 AM - 5 PM, Wed 7:15 AM - 5:45 PM"
novanthealth.org,https://www.novanthealth.org/home/services/rehabilitation.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-334,Novant Health Rehabilitation Center - Waverly,"11840 Southmore Drive, Suite 100",Charlotte,NC,28277,MG334,704-316-4443,35.047789,-80.768507,US,clinic and outpatient center,"Fri 7:15 AM - 12:30 PM, Mon 8 AM - 5:45 PM, Thu 7:15 AM - 4:15 PM, Tue 7:15 AM - 4:15 PM, Wed 8 AM - 5:45 PM"
novanthealth.org,http://www.encompasshealth.com/locations/novanthealthrehab,"Novant Health Rehabilitation Hospital, an affiliate of Encompass Health",2475 Hillcrest Center Circle,Winston-Salem,NC,27103,MC23,336-754-3500,36.051542,-80.326985,US,hospital,Open 24 hours
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-rheumatology--arthritis---ballantyne.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-335,Novant Health Rheumatology & Arthritis - Ballantyne,"12311 Copper Way,Suite 100",Charlotte,NC,28277,MG335,704-316-2916,35.069887,-80.844206,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-rheumatology--arthritis---kernersville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-337,Novant Health Rheumatology & Arthritis - Kernersville,291 Broad Street,Kernersville,NC,27284,MG337,336-896-1477,36.113611,-80.070854,US,clinic and outpatient center,Mon-Thu 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-rheumatology--arthritis---southpark.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-489,Novant Health Rheumatology & Arthritis - SouthPark,"6324 Fairview Road,Suite 330",Charlotte,NC,28210,MG489,704-316-1950,35.148824,-80.83527,US,clinic and outpatient center,"Fri 8 AM - 12 PM, Mon-Thu 8 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-rheumatology--arthritis---westbrook.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-338,Novant Health Rheumatology & Arthritis - Westbrook,"1551 Westbrook Plaza,Suite 200",Winston-Salem,NC,27106,MG338,336-896-1477,36.06997,-80.314032,US,clinic and outpatient center,"Fri 7:30 AM - 12 PM, Mon-Thu 7:30 AM - 12 PM, 1 PM - 5 PM"
novanthealth.org,https://www.nhrobinhoodpedsandteens.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-339,Novant Health Robinhood Pediatrics & Adolescent Medicine,1350 Whitaker Ridge Drive NW,Winston-Salem,NC,27106,MG339,336-718-8000,36.11701,-80.310255,US,clinic and outpatient center,"Mon-Fri 8 AM - 5 PM, Sat 9 AM - 11 AM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-rock-hill-family-medicine.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-340 ,Novant Health Rock Hill Family Medicine,1435 Ebenezer Road,Rock Hill,SC,29732,MG340,803-328-3828,34.950227,-81.042214,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,http://www.nhrowanfamilyphysicians.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-341,Novant Health Rowan Family Physicians,650 Julian Road,Salisbury,NC,28147,MG341,704-637-3373,35.643376,-80.492658,US,clinic and outpatient center,"Fri 7 AM - 5 PM, Mon-Thu 7 AM - 6 PM, Sat 8 AM - 11 AM, Sun 1 PM - 4 PM"
novanthealth.org,https://www.novanthealth.org/Rowan-Medical-Center.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MC-12,Novant Health Rowan Medical Center,612 Mocksville Ave.,Salisbury,NC,28144,MC12,704-210-5000,35.681748,-80.470544,US,hospital,Open 24 hours
novanthealth.org,https://www.nhruralhallfamilymed.org?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-342,Novant Health Rural Hall Family Medicine,290 West Wall Street,Rural Hall,NC,27045,MG342,336-969-9158,36.22285,-80.287282,US,clinic and outpatient center,"Mon-Fri 7 AM - 12 PM, 1 PM - 6 PM"
novanthealth.org,http://www.nhsalemfamilymedicine.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-343,Novant Health Salem Family Medicine,105 Vest Mill Circle,Winston-Salem,NC,27103,MG343,336-718-7800,36.075327,-80.313903,US,clinic and outpatient center,"Mon-Fri 7 AM - 5 PM, Sat 8 AM - 12 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-salem-surgical-associates---clemmons.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-344,Novant Health Salem Surgical Associates - Clemmons,7126 Village Medical Circle,Clemmons,NC,27012,MG344,336-765-5221,36.027352,-80.400067,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-salem-surgical-associates---kernersville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-345,Novant Health Salem Surgical Associates - Kernersville,"1710 Kernersville Medical Blvd.,Suite 202B",Kernersville,NC,27284,MG345,336-564-4873,36.092899,-80.043778,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-salem-surgical-associates---winston-salem.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-346,Novant Health Salem Surgical Associates - Winston-Salem,2915 Lyndhurst Ave.,Winston-Salem,NC,27103,MG346,336-765-5221,36.07945,-80.291691,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-salisbury-medical.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-347 ,Novant Health Salisbury Medical,201 Woodson Street,Salisbury,NC,28144,MG347,704-639-0097,35.678058,-80.473346,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-salisbury-surgical-associates.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-348,Novant Health Salisbury Surgical Associates,"911 W Henderson Street,Suite 410",Salisbury,NC,28144,MG348,704-637-2750,35.681823,-80.470349,US,clinic and outpatient center,"Fri 8:30 AM - 12 PM, Mon-Thu 8:30 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-salisbury-urology.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-349,Novant Health Salisbury Urology,"911 W Henderson Street,Suite 110",Salisbury,NC,28144,MG349,704-633-9441,35.681823,-80.470349,US,clinic and outpatient center,"Fri 8 AM - 11:30 AM, Mon-Thu 8 AM - 4:30 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-senior-care---matthews.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-350,Novant Health Senior Care - Matthews,"1450 Matthews Township Pkwy,Suite 400",Matthews,NC,28105,MG350,704-316-5140,35.119634,-80.714252,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-senior-care---southpark.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-351,Novant Health Senior Care - SouthPark,"6324 Fairview Road,Suite 310",Charlotte,NC,28210,MG351,704-316-6565,35.148824,-80.83527,US,clinic and outpatient center,Mon-Fri 7:30 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-shallowford-family-medicine.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-162,Novant Health Shallowford Family Medicine,165 Lowes Foods Drive,Lewisville,NC,27023,MG162,336-893-2270,36.101417,-80.411333,US,clinic and outpatient center,Mon-Fri 7:30 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-sleep-centers.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-458,Novant Health Sleep Center - Bermuda Run,152 East Kinderton Way,Advance,NC,27006,MG458,1-877-992-9253,36.012079,-80.423492,US,clinic and outpatient center,"Mon-Fri 7 PM - 7 AM, Sun 7 PM - 7 AM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-sleep-centers.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-353,Novant Health Sleep Center - Huntersville,"13815 Professional Center Drive,Suite 300",Huntersville,NC,28078,MG353,704-316-2050,35.398552,-80.866361,US,clinic and outpatient center,<MISSING>
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-sleep-centers.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-354,Novant Health Sleep Center - Rowan,"1910 Jake Alexander Blvd. West,Suite 102",Salisbury,NC,28147,MG354,704-637-1779,35.690882,-80.510637,US,clinic and outpatient center,<MISSING>
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-sleep-medicine---ballantyne.aspx,Novant Health Sleep Medicine - Ballantyne,"14215 Ballantyne Corporate Place,Suite 230",Charlotte,NC,28277,MG357,704-316-5000,35.056619,-80.856028,US,clinic and outpatient center,Mon-Fri 8 AM - 4:30 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-sleep-medicine---matthews.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-356,Novant Health Sleep Medicine - Matthews,"1450 Matthews Township Pkwy,Suite 410",Matthews,NC,28105,MG356,704-316-5000,35.119634,-80.714252,US,clinic and outpatient center,Thu-Fri 8 AM - 4:30 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-sleep-medicine---monroe.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-359,Novant Health Sleep Medicine - Monroe,"2000 Wellness Blvd,Suite 140",Monroe,NC,28110,MG359,704-316-5000,35.024833,-80.577781,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-sleep-medicine---prosperity-church.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-355,Novant Health Sleep Medicine - Prosperity Church,"10220 Prosperity Park Drive, Suite 300",Charlotte,NC,28269,MG355,704-316-2050,35.364719,-80.785907,US,clinic and outpatient center,Mon-Fri 8 AM - 4:30 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-sleep-medicine---kernersville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-358,Novant Health Sleep Medicine & Sleep Center - Kernersville,"280 Broad Street,Suite A",Kernersville,NC,27284,MG358,336-515-7070,36.113302,-80.072301,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-sleep-medicine---randolph.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-360,Novant Health Sleep Medicine & Sleep Center - Randolph,"1900 Randolph Road,Suite 300",Charlotte,NC,28207,MG360,704-316-3820,35.210315,-80.824587,US,clinic and outpatient center,"Fri 8 AM - 11:30 AM, Mon-Thu 8 AM - 4:30 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-south-charlotte-endocrinology.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-361 ,Novant Health South Charlotte Endocrinology,"15825 Ballantyne Medical Place,Suite 220",Charlotte,NC,28277,MG361,704-316-2930,35.056777,-80.853606,US,clinic and outpatient center,"Fri 8 AM - 12 PM, Mon-Thu 8 AM - 5 PM"
novanthealth.org,https://www.nhsouthlakeobgyn.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-136,Novant Health South Lake OB/GYN,9955 Poplar Tent Road,Concord,NC,28027,MG136,704-316-4828,35.417811,-80.744931,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,http://www.nhsoutheastobgyn.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-362,Novant Health Southeast OB/GYN,"1450 Matthews Township Parkway,Suite 300",Matthews,NC,28105,MG362,704-321-1077,35.120224,-80.714021,US,clinic and outpatient center,Mon-Fri 8:30 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-southern-piedmont-primary-care---monroe.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-363 ,Novant Health Southern Piedmont Primary Care - Monroe,"1995 Wellness Blvd.,Building B, Suite 110",Monroe,NC,28110,MG363,704-384-1140,35.025169,-80.578258,US,clinic and outpatient center,"Fri 7:30 AM - 5 PM, Mon-Thu 7:30 AM - 6 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-southern-piedmont-primary-care---wesley-chapel.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-483 ,Novant Health Southern Piedmont Primary Care - Wesley Chapel,6488 Weddington-Monroe Road,Wesley Chapel,NC,28104,MG483,704-316-5650,35.001179,-80.692092,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-southpark-family-physicians.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-364,Novant Health SouthPark Family Physicians,"6324 Fairview Road,Suite 201",Charlotte,NC,28210,MG364,704-384-0588,35.148956,-80.835506,US,clinic and outpatient center,"Fri 7:45 AM - 5 PM, Mon-Thu 7:45 AM - 6 PM"
novanthealth.org,https://www.novanthealth.org/home/services/pharmacy.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-058,Novant Health Specialty Pharmacy - Westgate ,1381 Westgate Center Drive,Winston-Salem,NC,27103,OP058,855-307-6868,36.070981,-80.311031,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/home/services/rehabilitation.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-510,Novant Health Spine & Headache Rehabilitation - Lake Norman,"10305 Hamptons Park Drive,Suite 101",Huntersville,NC,28078,MG510,704-384-5520,35.430625,-80.865367,US,clinic and outpatient center,"Fri 8 AM - 3 PM, Mon 8 AM - 3:30 PM, Thu 8 AM - 6 PM, Tue 8 AM - 6 PM, Wed 8 AM - 3:30 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-spine-specialists---ballantyne.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-365,Novant Health Spine Specialists - Ballantyne,"7825 Ballantyne Commons Parkway,Suite 150",Charlotte,NC,28277,MG365,704-544-6920,35.057658,-80.811944,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-spine-specialists---bermuda-run.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-449,Novant Health Spine Specialists - Bermuda Run,"152 E. Kinderton Way,Suite 101",Bermuda Run,NC,27006,MG449,336-893-3210,36.012063,-80.423481,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-spine-specialists---greensboro.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-549,Novant Health Spine Specialists - Greensboro,"3515 W. Market St.,Suite 210",Greensboro,NC,27403,MG549,336-660-5480,36.073323,-79.845854,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-spine-specialists---huntersville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-366,Novant Health Spine Specialists - Huntersville,"10305 Hamptons Park Drive,Suite 101",Huntersville,NC,28078,MG366,704-895-9838,35.437834,-80.86507,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-spine-specialists---kimel-park.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-368,Novant Health Spine Specialists - Kimel Park,"190 Kimel Park Drive,Suite 140",Winston-Salem,NC,27103,MG368,336-277-2225,36.058342,-80.303726,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-spine-specialists---mint-hill.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-476,Novant Health Spine Specialists - Mint Hill,"8201 Healthcare Loop,Suite 201",Charlotte,NC,28215,MG476,980-302-2060,35.223035,-80.648386,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-spine-specialists---randolph.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-367,Novant Health Spine Specialists - Randolph Road,"2801 Randolph Road,Suite 100",Charlotte,NC,28211,MG367,704-367-4800,35.199259,-80.811597,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-spine-specialists---rowan.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-488,Novant Health Spine Specialists - Rowan,"1910 Jake Alexander Blvd West,Suite 102",Salisbury,NC,28147,MG488,704-637-2409,35.690882,-80.510637,US,clinic and outpatient center,"Fri 8 AM - 12 PM, Mon-Thu 8 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-sports-performance---arboretum.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-369,Novant Health Sports Performance - Arboretum,"8045 Providence Road,Suite 100",Charlotte,NC,28277,MG369,704-316-1222,35.098451,-80.775909,US,clinic and outpatient center,"Mon-Fri 5 AM - 7 PM, Sat 9 AM - 10 AM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-sports-performance---huntersville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-370,Novant Health Sports Performance - Huntersville,"13245 Reese Blvd. West,Suite 100",Huntersville,NC,28078,MG370,704-316-5096,35.403385,-80.861812,US,clinic and outpatient center,"Mon-Fri 5 AM - 6:30 PM, Sat 8 AM - 9 AM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-sports-performance--rehab---clemmons.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-005,Novant Health Sports Performance & Rehab - Clemmons,"7210 Village Medical Circle,Suite 115",Clemmons,NC,27012,OP005,336-893-2460,36.028745,-80.399236,US,clinic and outpatient center,"Fri 7:15 AM - 3:15 PM, Mon-Thu 7 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-steele-creek-family-medicine.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-373 ,Novant Health Steele Creek Family Medicine,2610 W Arrowood Road,Charlotte,NC,28273,MG373,704-316-1700,35.147958,-80.930408,US,clinic and outpatient center,Mon-Fri 8 AM - 4:30 PM
novanthealth.org,http://www.nhsteelecroftpediatrics.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-374,Novant Health Steelecroft Pediatrics,"13557 Steelecroft Parkway,Suite 2200",Charlotte,NC,28278,MG374,704-316-1080,35.101341,-80.992623,US,clinic and outpatient center,"Fri 7:30 AM - 4:30 PM, Mon-Thu 7:30 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-steelecroft-primary-care.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-375,Novant Health Steelecroft Primary Care,"13425 Hoover Creek Blvd,Suite 100",Charlotte,NC,28273,MG375,704-316-2080,35.099997,-80.990199,US,clinic and outpatient center,Mon-Fri 7 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/home/services/neurology--neurosurgery/locations-for-neurology--neurosurgery/stroke-bridge-clinic.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-376,Novant Health Stroke Bridge Clinic - Charlotte,"330 Billingsley Road,Suite 202",Charlotte,NC,28211,MG376,704-316-2350,35.18991,-80.806547,US,clinic and outpatient center,"Thu 8 AM - 12 PM, Tue 1 PM - 5 PM"
